Title,URL,Description,Author,Date,News Outlet,Search Terms
Neue SPD-Spitze: Esken und Walter-Borjans sehen Netzausbau als Staatsaufgabe,https://www.heise.de/news/Neue-SPD-Spitze-Esken-und-Walter-Borjans-sehen-Netzausbau-als-Staatsaufgabe-4600216.html,"Die designierten neuen SPD-Vorsitzenden wollen eine öffentlich-rechtliche Infrastrukturgesellschaft, um schnelles Internet für alle voranzubringen.", Stefan Krempl,2019-12-01 13:25:00,Heise,Hackback
IGF: Parlamentarier haben großen Gesprächsbedarf zur Netzpolitik,https://www.heise.de/news/IGF-Parlamentarier-haben-grossen-Gespraechsbedarf-zur-Netzpolitik-4596295.html,"Beim Treffen von Parlamentariern während des Internet Governance Forum gibt es inhaltliche Differenzen, aber auch viel Gemeinsamkeit",Monika Ermert,2019-11-26 08:25:00,Heise,Hackback
Altmaier: Freier Zugang zum Internet muss Menschenrecht sein,https://www.heise.de/news/Altmaier-Freier-Zugang-zum-Internet-muss-Menschenrecht-sein-4595294.html,"Mit Blick auf das Internet Governance Forum erklärt der Bundeswirtschaftsminister, dass der freie Zugang zum Internet ein Grund- und Menschenrecht sein müsse.",,2019-11-24 10:47:00,Heise,Hackback
Recht: Wie die EU Cyberangriffe abwehren will,https://www.heise.de/hintergrund/Recht-Wie-die-EU-Cyberangriffe-abwehren-will-4559999.html,Das IT-Sicherheitsrecht wird konkreter: Die EU schafft neue Regeln zur Abwehr von Cyberangriffen und Deutschland plant das IT-Sicherheitsgesetz 2.0.,Tobias Haar,2019-11-11 10:11:00,Heise,Hackback
"BND und Verfassungsschutz trommeln für Staatstrojaner und ""Systemkopien""",https://www.heise.de/news/BND-und-Verfassungsschutz-trommeln-fuer-Staatstrojaner-und-Systemkopien-4571773.html,"""Befugnisse, Befugnisse und Ressourcen"" fordert der oberste Inlandsspion Thomas Haldenwang, um Online-Plattformen besser überwachen zu können.", Stefan Krempl,2019-10-29 15:05:00,Heise,Hackback
EU Cybersecurity Act in Kraft getreten,https://www.heise.de/select/ix/2019/11/1926112082322626127,Die EU schafft mit dem Cybersecurity Act Regelungen zur Abwehr von Cyberangriffen. Deutschland plant das IT-Sicherheitsgesetz 2.0. Das IT-Sicherheitsrecht nimmt damit weiter Formen an.,Tobias Haar,2019-10-23 00:00:00,Heise,Hackback
Bundestag stimmt gegen Digitalminister und verpflichtende offene Standards,https://www.heise.de/news/Bundestag-stimmt-gegen-Digitalminister-und-verpflichtende-offene-Standards-4560074.html,"Die Abgeordneten stritten über den Regierungskurs in der Digitalisierung, bei der es auch um Gamer und Blockchain-basierte CO2-Senken ging.", Stefan Krempl,2019-10-18 12:17:00,Heise,Hackback
Europol stellt Eingreiftruppe gegen internationale Cyberangriffe auf,https://www.heise.de/news/Europol-stellt-Eingreiftruppe-gegen-internationale-Cyberangriffe-auf-4545115.html,Die EU-Polizeibehörde hat einen Notfallplan für grenzüberschreitende Hackerattacken entwickelt. Ihre Entschlüsselungsplattform soll bald verfügbar sein., Stefan Krempl,2019-10-03 09:55:00,Heise,Hackback
Inhalt,https://www.heise.de/select/ix/2019/10/1907416563325831527,,,2019-09-25 00:00:00,Heise,Hackback
EU-Kommission lobt die DSGVO,https://www.heise.de/select/ix/2019/10/1907416560403660115,,Tobias Haar,2019-09-25 00:00:00,Heise,Hackback
Was war. Was wird.  Zeit zum Achselzucken,https://www.heise.de/meinung/Was-war-Was-wird-Zeit-zum-Achselzucken-4523293.html,"Analysten-T(w)eenies als Massenüberwacher, eine Kultur am MIT die Hal Faber nicht versteht, und Marines ohne Tattoos, auch nicht unter zuckenden Achseln.", Hal Faber,2019-09-14 22:04:00,Heise,"Hackback, Aktive Cyberabwehr"
Wissenschaftlicher Dienst des Bundestags warnt erneut vor Hackbacks,https://www.heise.de/tp/features/Wissenschaftlicher-Dienst-des-Bundestags-warnt-erneut-vor-Hackbacks-4513042.html,Gutachten führt Erfahrungen offensiv agierender Staaten als warnende Beispiele an. Neues IT-Gesetz soll Weg für Cyberattacken ebnen,,2019-09-04 06:00:00,Heise,Hackback
Bundeswehr-Hacker auf Abruf,https://www.heise.de/select/tr/2019/2/1549256664985753,"An dieser Stelle blicken wir zurück auf Artikel, die vor fünf Jahren in Technology Review erschienen sind. Diesmal: Die Bundeswehr im Cyberwar",Wolfgang Stieler,2019-01-23 00:00:00,Heise,Hackback
Massen-Doxxing: Datenschützer für Pflicht zum Einsatz starker Passwörter,https://www.heise.de/news/Massen-Doxxing-Datenschuetzer-fuer-Pflicht-zum-Einsatz-starker-Passwoerter-4271253.html,"Der Bundesdatenschutzbeauftragte Ulrich Kelber sieht Plattformen in der Verantwortung, ""die Chance einer sicheren Nutzung ihrer Dienste zu ermöglichen"".", Stefan Krempl,2019-01-10 17:42:00,Heise,"Hackback, Aktive Cyberabwehr"
Gehackte Daten: Politiker beklagen schweren Angriff auf die Demokratie,https://www.heise.de/news/Gehackte-Daten-Politiker-beklagen-schweren-Angriff-auf-die-Demokratie-4265847.html,"Die lange unentdeckt gebliebene Hackerattacke auf Abgeordnete, Moderatoren, Aktivisten und YouTuber hat vor allem in den Parteien viele geschockt.", Stefan Krempl,2019-01-04 15:52:00,Heise,Hackback
"35C3: CCC kämpft gegen Upload-Filter, Gesichtserkennung und Hackbacks",https://www.heise.de/news/35C3-CCC-kaempft-gegen-Upload-Filter-Gesichtserkennung-und-Hackbacks-4259816.html,"Biometrische Überwachung dürfe nicht ""das neue Normal"" werden, erklärten CCC-Sprecher bei ihrem Jahresrückblick.", Stefan Krempl,2018-12-28 17:02:00,Heise,Hackback
Virtuelles Störfeuer,https://www.heise.de/select/tr/2018/13/1545024582852214,Massive Anschuldigungen und Drohgebärden: An der Cyberfront nahmen die Spannungen 2018 zu.,Wolfgang Stieler,2018-12-05 00:00:00,Heise,Hackback
"Immer die neuesten Cyberwaffen: Bundesregierung plant ""Agentur für Innovation in der Cybersicherheit""",https://www.heise.de/news/Immer-die-neuesten-Cyberwaffen-Bundesregierung-plant-Agentur-fuer-Innovation-in-der-Cybersicherheit-4133820.html,"Staats-Hacker auf dem digitalen Gefechtsfeld: Dafür brauche man auch immer die neuesten ""Cyberwaffen"", meint die Bundesregierung.  ", Jürgen Kuri,2018-08-11 10:49:00,Heise,Hackback
"Was war. Was wird. Von Putschen und Disruptionen, oder auch: Mehr Rechts statt Links",https://www.heise.de/news/Was-war-Was-wird-Von-Putschen-und-Disruptionen-oder-auch-Mehr-Rechts-statt-Links-4090615.html,"""Belehrungsdemokratie"", ""Asyltourismus"", ""konservative Revolution"": Hal Faber hat nicht wenig Lust, das Wörterbuch des Unmenschen zu erweitern.", Hal Faber,2018-06-23 22:09:00,Heise,Hackback
 Bundeshack: Angreifer kompromittierten 17 Rechner im Auswärtigen Amt,https://www.heise.de/news/Bundeshack-Angreifer-kompromittierten-17-Rechner-im-Auswaertigen-Amt-3985590.html,"Die Spione schlichen sich mit ihrer Schadsoftware über die Bundesakademie für öffentliche Verwaltung ins Außenministerium ein, wo sie 17 Clients unter ihre Kontrolle brachten. Offen ist, wie genau sie dort Admin-Rechte erlangen konnten.", Stefan Krempl,2018-03-02 16:13:00,Heise,Hackback
"""Bundeshack"": Bundestagsabgeordnete verlangen umfassende Aufklärung",https://www.heise.de/news/Bundeshack-Bundestagsabgeordnete-verlangen-umfassende-Aufklaerung-3984083.html,"In Sondersitzungen wollen sich am Donnerstag Bundestagsabgeordnete mit dem Hackerangriff auf das Regierungsnetz beschäftigen. Die Opposition beklagt, dass es um die IT-Sicherheit im Land insgesamt schlecht stehe.", Stefan Krempl,2018-03-01 11:48:00,Heise,Hackback
"Digitalpolitik einer Großen Koalition: Zwischen Breitband-Unviversaldienst und ""Überwachungsgelüsten""",https://www.heise.de/news/Digitalpolitik-einer-Grossen-Koalition-Zwischen-Breitband-Unviversaldienst-und-3974766.html,"Digitalpolitiker von Schwarz-Rot haben den geplanten Umgang mit Brennpunkten wie Breitband-Universaldienst, Vorratsdatenspeicherung, IT-Sicherheit und Online-Zensur erläutert. Das stößt bei Opposition und Wirtschaft nicht nur auf Begeisterung.", Stefan Krempl,2018-02-21 07:17:00,Heise,Hackback
Der Hackback ist zurück,https://netzpolitik.org/2022/diskussion-ueber-digitale-gegenschlaege-der-hackback-ist-zurueck/,Bundesinnenministerin Nancy Faeser bringt die Diskussion über aktive Cyberabwehr zurück. Dabei warnen Sicherheitsforschende seit Jahren vor einer Eskalation im digitalen Raum und Kollateralschäden. Politiker:innen erinnern an die Ablehnung von Hackbacks im Koalitionsvertrag.,Anna Biselli,2022-03-23 11:18:56,np_org,"Hackback, Aktive Cyberabwehr"
Reaktionen auf die Hackback-Pläne des Innenministeriums (Update),https://netzpolitik.org/2020/reaktionen-auf-die-hackback-plaene-des-innenministeriums/,"Eine Gefahr für die öffentliche Sicherheit, Militarisierung des Cyberraums, erhebliche verfassungsrechtliche Bedenken, Gegenreaktionen sind zu erwarten: So lauten die ersten Reaktionen auf frühere Pläne des Innenministeriums, der Bundespolizei das Zurückhacken zu erlauben. Die Pläne sind mittlerweile offenbar vom Tisch.",Anna Biselli,2020-01-29 12:49:22,np_org,"Hackback, Aktive Cyberabwehr"
Unser Hackback gegen Stalkerware,https://netzpolitik.org/2019/npp-186-off-the-record-unser-hackback-gegen-stalkerware/,"In dieser Folge von Off The Record sprechen wir über unsere Recherche zu einem der notorischsten Anbieter von Stalkerware und ein geheimes Bundestagsgutachten, das die Hackback-Pläne der Bundesregierung für Humbug erklärt.",Chris Köver,2019-10-05 09:00:39,np_org,Hackback
Geheimes Bundestagsgutachten attackiert Hackback-Pläne der Bundesregierung,https://netzpolitik.org/2019/geheimes-bundestagsgutachten-attackiert-hackback-plaene-der-bundesregierung/,"Deutschland sollte IT-Sicherheit defensiv ausrichten, Sicherheitslücken schließen und widerstandsfähige Systeme bauen. Das schreibt der Wissenschaftliche Dienst in einem eingestuften Gutachten, das wir veröffentlichen. Die Bundesregierung arbeitet an offensiven Kapazitäten und Hackbacks, doch das ist ineffektiv und gefährlich.",Andre Meister,2019-09-03 08:00:38,np_org,"Hackback, Aktive Cyberabwehr"
"Was vom Tage übrig blieb: Spam-Hackback, Assange-Throwback und Terror-Tackle",https://netzpolitik.org/2019/was-vom-tage-uebrig-blieb-spam-hackback-assange-throwback-und-terror-tackle/,"Die neuseeländische Ministerpräsidentin will eine Allianz gegen Extremismus im Netz ausrufen, Bayern scannt eventuell Kennzeichen auf Vorrat und Schweden will ganz definitiv das Verfahren gegen Julian Assange wieder aufnehmen. Die besten Reste des Tages.",Sachverständigenrat für externe Links,2019-05-13 18:02:31,np_org,Hackback
Hackbacks im Ausland sind verfassungswidrig,https://netzpolitik.org/2018/wissenschaftliche-dienste-hackbacks-im-ausland-sind-verfassungswidrig/,"Staatliche digitale Angriffe wie Hackbacks sind verfassungswidrig. Um Geräte im Ausland zu hacken, müsste das Grundgesetz geändert werden. Das schreiben die Wissenschaftlichen Dienste des Bundestages in einem Gutachten. Geheimdienste wie BND und Verfassungsschutz haben grundsätzlich keine Eingriffsbefugnisse.",Gastbeitrag,2018-06-19 14:17:48,np_org,Hackback
Sowohl für Bundeswehr als auch für Geheimdienste: Hackback verstößt gegen geltendes Recht,https://netzpolitik.org/2018/sowohl-fuer-bundeswehr-als-auch-fuer-geheimdienste-hackback-verstoesst-gegen-geltendes-recht/,"Ob offensive Cyberoperationen mit dem Grundgesetz und dem Völkerrecht zu vereinbaren sind, haben Wissenschaftler des Bundestags beurteilt. Ihr Ergebnis: Ein solches Hackback wäre verfassungswidrig, sowohl für die Bundeswehr als auch für die Geheimdienste. Die Bundesregierung arbeitet jedoch bereits daran, eine Erlaubnis für das Zurückhacken zu prüfen.",Constanze,2018-06-19 14:17:05,np_org,"Hackback, Aktive Cyberabwehr"
"Alles wie immer, nur schlimmer",https://netzpolitik.org/2024/bundeslagebild-cybercrime-alles-wie-immer-nur-schlimmer/,"Die Vorstellung des Bundeslagebilds zur Cyberkriminalität lief ab wie immer: Warnungen vor der Lage, flankiert von Forderungen nach mehr Befugnissen. Doch solange die Verantwortlichen sich nicht für grundlegende IT-Sicherheitsprinzipen einsetzen, ist das Mahnen vor allem eines: unglaubwürdig. Ein Kommentar.",Anna Biselli,2024-05-13 12:32:03,np_org,Hackback
Zurückhacken ist keine Verteidigung,https://netzpolitik.org/2024/hackbacks-zurueckhacken-ist-keine-verteidigung/,"Die Regierung hat sich im Koalitionsvertrag von Hackbacks klar distanziert, doch aus der CDU und von Ex-Geheimdienstlern kommt aktuell die Forderung nach digitaler Eskalation. Dabei verdreht Ex-BND-Chef Schindler die Tatsachen und stellt das Zurückhacken als Abwehr dar. Doch ein Hackback ist ein Gegenangriff und damit eine offensive Angriffsmaßnahme. Ein Kommentar.",Constanze,2024-05-07 15:00:22,np_org,Hackback
Nancy Faeser ist nicht zu halten,https://netzpolitik.org/2023/innenministerium-nancy-faeser-ist-nicht-zu-halten/,Ministerin Faeser hat dem Innenministerium kein progressives Profil gegeben. Stattdessen steht sie permanent mit dem Koalitionsvertrag in Konflikt und verschleppt wichtige Gesetzesvorhaben. Und nach einer deftigen Wahlschlappe in Hessen kehrt sie nun auch noch als lahme Ente nach Berlin zurück. Sie ist nicht mehr zu halten. Ein Kommentar.,Markus Reuter,2023-10-09 15:17:59,np_org,"Hackback, Aktive Cyberabwehr"
Nach dem Neuland kommt Ernüchterung,https://netzpolitik.org/2023/halbzeit-der-ampel-legislatur-nach-dem-neuland-kommt-ernuechterung/,"Die Hälfte der Regierungszeit von SPD, Grünen und FDP ist vorbei. Sie wollten vieles anders machen, doch digitale Grundrechte stehen vor den gleichen Hindernissen wie in der Unionsära und progressive Vorhaben werden vertagt. So darf es nicht weitergehen. Ein Kommentar.",Anna Biselli,2023-09-21 09:36:42,np_org,Hackback
Der Verteidigungsminister besucht den Cyberraum,https://netzpolitik.org/2023/bundeswehr-der-verteidigungsminister-besucht-den-cyberraum/,"Ein Teil der Bundeswehr hackt, öffentliche Diskussion darüber gibt es kaum. Konkrete Antworten liefert auch der Verteidigungsminister nicht, wie sein Antrittsbesuch beim Kommando Cyber- und Informationsraum zeigt.",Anna Biselli,2023-07-31 16:48:36,np_org,Hackback
Polizei soll Staatstrojaner etwas seltener nutzen dürfen,https://netzpolitik.org/2023/gesetzentwurf-polizei-soll-staatstrojaner-etwas-seltener-nutzen-duerfen/,"Die Polizei soll Staatstrojaner nicht mehr so einfach nutzen dürfen wie eine normale Telefonüberwachung. Das geht aus einem Gesetzentwurf des Justizministeriums hervor, den wir veröffentlichen. Die fundamentalen Probleme von staatlichem Hacken ignoriert die Bundesregierung.",Andre Meister,2023-07-27 18:03:46,np_org,Hackback
Nancy Faeser und der Koalitionsvertrag,https://netzpolitik.org/2023/innenministerin-und-spitzenkandidatin-nancy-faeser-und-der-koalitionsvertrag/,Für Innenministerin Nancy Faeser scheint der Koalitionsvertrag eher ein lästiges Stück Papier zu sein. Ein Einblick in das schwierige Verhältnis der hessischen Spitzenkandidatin zu Vereinbarungen der eigenen Partei.,Anna Biselli,2023-07-03 14:12:31,np_org,"Hackback, Aktive Cyberabwehr"
Abhängig von politischen Gnaden,https://netzpolitik.org/2023/bundesamt-fuer-sicherheit-in-der-informationstechnik-abhaengig-von-politischen-gnaden/,"Eigentlich wollten die Ampelparteien das BSI unabhängiger machen. Stattdessen ging es einen Schritt zurück, ganz unbemerkt. BSI-Chefs können künftig leichter geschasst werden. Das ist ein fatales Signal für die IT-Sicherheit und leider nicht überraschend. Ein Kommentar.",Anna Biselli,2023-06-30 13:00:31,np_org,Hackback
IT-Sicherheit in der Comedy-Arena,https://netzpolitik.org/2022/bsi-chef-arne-schoenbohm-it-sicherheit-in-der-comedy-arena/,Bundesinnenministerin Nancy Faeser muss das Problem Arne Schönbohm schnell loswerden. Der BSI-Chef ist nach einem Beitrag des ZDF Magazin Royale endgültig nicht mehr tragbar. Noch wichtiger aber ist die Frage: Wird das Bundesamt für Sicherheit in der Informationstechnik nun endlich unabhängig? Ein Kommentar.,Constanze,2022-10-10 13:40:21,np_org,Hackback
Faesers verwirrender Vorstoß,https://netzpolitik.org/2022/vorratsdatenspeicherung-faesers-verwirrender-vorstoss/,"Nancy Faeser hat mit Äußerungen zur Vorratsdatenspeicherung für Aufregung gesorgt. Es ist nicht das erste Mal, dass die Innenministerin ihre Koalitionspartner vor den Kopf stößt.",Anna Biselli,2022-09-08 15:29:37,np_org,Hackback
"Von Kameras, Kryptocoins und Klimakrise",https://netzpolitik.org/2022/wochenrueckblick-kw15-von-kameras-kryptocoins-und-klimakrise/,"Die Woche wurde viel diskutiert: Sollten sich Bitcoin und andere Kryptowährungen grundlegend ändern, um das Klima zu schützen? Sollten Plattformen dem Beispiel von Pinterest folgen und Desinformation über die Klimakrise löschen? Das und mehr in unserem Rückblick.",Philipp Groeschel,2022-04-15 11:02:23,np_org,Hackback
Leider keine Zeitenwende im Innenministerium,https://netzpolitik.org/2022/hackback-leider-keine-zeitenwende-im-innenministerium/,"Die Diskussion um Hackbacks ist wieder da. Unser Gastautor kommentiert, dass sie nach wie vor mehr als nur fragwürdig ist  schon allein aus rechtlichen Gesichtspunkten.",Gastbeitrag,2022-04-14 10:47:13,np_org,"Hackback, Gefahrenabwehr Cyberraum, Aktive Cyberabwehr"
Von unkontrollierbaren Standortdaten und Pornoregulierungsfantasien,https://netzpolitik.org/2022/wochenrueckblick-kw12-von-unkontrollierbaren-standortdaten-und-pornoregulierungsfantasien/,"In dieser Woche steht das netzpolitische Vorgehen der Bundesregierung und der EU im Fokus: Der erste Haushaltsentwurf wurde im Parlament beraten, die EU-Innenkommissarin hält offenbar an der Chatkontrolle fest. Außerdem beschäftigt uns der fragwürdige Umgang mit sensiblen Standortdaten.",Anna Biselli,2022-03-25 18:00:11,np_org,"Hackback, Aktive Cyberabwehr"
Ampel verspricht Stärkung digitaler Grundrechte,https://netzpolitik.org/2021/kommentar-zum-koalitionsvertrag-ampel-verspricht-staerkung-digitaler-grundrechte/,Im Koalitionsvertrag der Ampel gibt es viele gute und spannende Versprechungen. Zentrale Forderungen der digitalen Zivilgesellschaft haben es in den Entwurf geschafft. Jetzt kommt es auf die Umsetzung an.,Markus Beckedahl,2021-11-24 18:59:42,np_org,Hackback
Das plant die Ampel in der Netzpolitik,https://netzpolitik.org/2021/koalitionsvertrag-das-plant-die-ampel-in-der-netzpolitik/,"Was steht im Koalitionsvertrag zu Netzpolitik, Datenschutz, digitaler Infrastruktur und Bürgerrechten? Wir haben die 177 Seiten der Ampelparteien durchforstet und fassen für euch die wichtigsten Punkte zusammen.",Jana Ballweber,2021-11-24 18:59:08,np_org,Hackback
Ampel will Bürgerrechte stärken und neue Digitalstrategie,https://netzpolitik.org/2021/sondierungspapier-ampel-will-buergerrechte-staerken-und-neue-digitalstrategie/,"SPD, Grüne und FDP haben heute das Ende ihrer Sondierungsgespräche verkündet und streben mit einem zwölfseitigen Papier Koalitionsgespräche für eine Ampel-Regierung an. Wir haben die netzpolitischen Fragestellungen angeschaut und überraschenderweise keine neuen Überwachungsgesetze gefunden. Hoffentlich bleibt es dabei. Ein Kommentar.",Markus Beckedahl,2021-10-15 16:50:05,np_org,Hackback
Der netzpolitische Wahlprogrammvergleich,https://netzpolitik.org/2021/bundestagswahl-2021-der-netzpolitische-wahlprogrammvergleich/,Inzwischen räumen die Parteien netzpolitischen Themen viel Platz ein. Wir haben uns die Wahlprogramme der im Bundestag vertretenen demokratischen Parteien angesehen und nehmen ihre digitalen und bürgerrechtlichen Schwerpunkte unter die Lupe.,Tomas Rudl,2021-09-15 07:00:21,np_org,Hackback
Für eine echte Cybersicherheitsstrategie ohne neue Überwachungsmaßnahmen,https://netzpolitik.org/2021/offener-brief-fuer-eine-echte-cybersicherheitsstrategie-ohne-neue-ueberwachungsmassnahmen/,"Die Bundesregierung will zeitnah eine neue Cybersicherheitsstrategie beschließen. Der Staat soll Sicherheitslücken ausnutzen, statt sie zu schließen, und Verschlüsselung schwächen. Zivilgesellschaftliche Akteur*innen kritisieren diese Vorschläge und fordern, im Zweifel erst nach der Wahl darüber zu entscheiden.",Denise Stell,2021-06-25 11:49:12,np_org,Hackback
Ein digitalpolitischer Rückblick auf die Legislaturperiode,https://netzpolitik.org/2021/raumschiff-analog-ein-digitalpolitischer-rueckblick-auf-die-legislaturperiode/,"Eine weitere Legislaturperiode geht zu Ende. Ein Grund mehr, einen kritischen Blick auf das digitalpolitische Ergebnis der letzten vier Jahre zu werfen: Was ist passiert, wo wollten wir hin und wo sind wir tatsächlich gelandet? Ein Veranstaltungsbericht.",Gastbeitrag,2021-06-11 13:22:48,np_org,Hackback
BKA nutzt Emotet-Takedown als Türöffner für mehr Befugnisse und neue Gesetze,https://netzpolitik.org/2021/schadsoftware-bereinigung-bka-nutzt-emotet-takedown-als-tueroeffner-fuer-mehr-befugnisse-und-neue-gesetze/,"Das Bundeskriminalamt hat ein Schadsoftware-Update auf zehntausenden Windows-PCs weltweit installiert, um sie zu bereinigen. Experten kritisieren die konstruierte Rechtsgrundlage dieser brisanten Aktion. Der BKA-Präsident fordert, das Gesetz an die Praxis anzupassen.",Andre Meister,2021-03-22 09:24:58,np_org,"Hackback, Gefahrenabwehr Cyberraum"
Der Zweck heiligt nicht die Mittel,https://netzpolitik.org/2021/emotet-takedown-der-zweck-heiligt-nicht-die-mittel/,"Vieles spricht dafür, dass das Bundeskriminalamt beim Takedown der Emotet-Infrastruktur seine Befugnisse überschritten hat. Auch wenn die Ausschaltung der Schadsoftware ein großer Erfolg war: Die Maßnahmen müssen rechtlich überprüft werden.",Gastbeitrag,2021-02-18 11:06:26,np_org,"Hackback, Gefahrenabwehr Cyberraum, Aktive Cyberabwehr"
Druckbetankung zur Netzpolitik,https://netzpolitik.org/2021/community-druckbetankung-zur-netzpolitik/,"Kürzer geht es nicht: Markus Beckedahl fasst das Wichtigste aus dem Jahr 2020 nicht nur in zehn Minuten zusammen, sondern sagt auch noch die netzpolitischen Themen des Jahres 2021 voraus. Wer über die Überwachungskrise oder die technischen Seiteneffekte der Pandemie in Kurzform informiert werden möchte, sollte dieses Video wagen.",Constanze,2021-01-25 12:54:35,np_org,Hackback
"Unser Jahr in Zahlen, Recherchen, Themen und Lockdowns",https://netzpolitik.org/2020/jahresrueckblick-unser-jahr-in-zahlen-recherchen-themen-und-lockdowns/,"Wir blicken zurück auf 2020. Wir haben dieses Jahr bisher 1.157 Artikel publiziert. Unsere Zugriffe haben um über 30 % zugelegt. Wir werden von über 11.000 Spender:innen unterstützt, was ein Zuwachs von über 50 % ist. Noch mehr Zahlen und vor allem die Top-Themen und unsere vielen Recherchen liefert unser Jahresrückblick.",Markus Beckedahl,2020-12-18 11:50:41,np_org,Hackback
Große Koalition will Staatstrojaner auch noch für Bundespolizei,https://netzpolitik.org/2020/eckpunkte-grosse-koalition-will-staatstrojaner-auch-noch-fuer-bundespolizei/,"Die Bundespolizei soll in Zukunft heimlich Geräte hacken und verschlüsselte Kommunikation ausleiten. Darauf haben sich die Regierungsfraktionen in Eckpunkten für das neue Bundespolizeigesetz geeinigt, die wir veröffentlichen. Ob auch gespeicherte Kommunikation abgehört werden darf, ist noch umstritten.",Andre Meister,2020-12-01 16:53:47,np_org,Hackback
Eine neue Lizenz zum Hacken,https://netzpolitik.org/2020/bnd-gesetz-eine-neue-lizenz-zum-hacken/,"Der Bundesnachrichtendienst soll künftig ganz legal Mobilfunk- und Internetanbieter hacken dürfen. Das geht aus dem Entwurf zum neuen BND-Gesetz hervor, den wir veröffentlichen. Das Bundesverfassungsgericht hatte das alte Gesetz als verfassungswidrig eingestuft und gekippt.",Andre Meister,2020-09-29 17:24:19,np_org,Hackback
Staatliches Hacking entscheidet keinen Krieg,https://netzpolitik.org/2020/militaerische-cyber-operationen-staatliches-hacking-entscheidet-keinen-krieg/,Die Bundeswehr und andere Militärs fordern offensive Cyber-Befugnisse und preisen den angeblichen Nutzen von Hacking-Operationen. Eine neue Studie kommt zu einem kritischen Fazit: Bei genauer Betrachtung ist dieses Cyber nicht annähernd so perfekt wie oft dargestellt.,Gastbeitrag,2020-08-09 09:00:59,np_org,Hackback
Eine Geschichte ungehörter Hilferufe,https://netzpolitik.org/2020/ddos-serie-angriff-aus-einsamkeit/,"Zwei junge Männer aus Deutschland sollen DDoS-Attacken verübt und einen Millionenschaden verursacht haben. Einer war erst 16 Jahre alt. Seine Geschichte begann in der Klötzchenwelt von Minecraft, Warnsignale gab es viele.",Daniel Laufer,2020-06-25 10:41:35,np_org,Hackback
"Skalierung, schmackhafte Scherze und Spezialexperten",https://netzpolitik.org/2020/skalierung-schmackhafte-scherze-und-spezialexperten/,"Privatsphäre skaliert nicht besonders gut und Startups versuchen, ein Geschäft aus Datenschutzunterstützung zu machen. Einem Influencer hat ein unlustiger Scherz erstmal das Geschäft versaut und Kochen bleibt Handarbeit. Die besten Reste des Tages.",Sachverständigenrat für externe Links,2020-02-05 18:00:50,np_org,"Hackback, Aktive Cyberabwehr"
"Passwörter, Sim-Karten und Indymedia",https://netzpolitik.org/2020/passwoerter-sim-karten-und-indymedia/,"Indymedia-Verbot, Italien gegen TikTok, abgestürzte Drohnen und ein paar zweifelhafte Ideen von deutschen Minister:innen, aber auch echte Wertschätzung für digitales Ehrenamt  was in der fünften Woche des Jahres netzpolitisch passiert ist, könnt ihr hier nachlesen.",Lucia Parbel,2020-01-31 17:49:33,np_org,Hackback
Seehofer wollte den digitalen Gegenangriff starten (Update),https://netzpolitik.org/2020/hackback-bundespolizei-seehofer-will-den-digitalen-gegenangriff-starten/,"Werden IT-Systeme angegriffen, soll die Bundespolizei zurückhacken und im Extremfall andere Systeme lahmlegen dürfen. Das plante Horst Seehofers Innenministerium laut einem Entwurf für das neue Bundespolizeigesetz. Mittlerweile ist der Vorschlag offenbar vom Tisch.",Anna Biselli,2020-01-29 10:00:34,np_org,"Hackback, Gefahrenabwehr Cyberraum, Aktive Cyberabwehr"
"Das Jahr in Zahlen, Fragen und Bildern",https://netzpolitik.org/2019/das-jahr-in-zahlen-fragen-und-bildern/,"Wir blicken auf ein ereignisreiches Jahr zurück und haben für Euch aufgeschrieben, welche Themen und Debatten am wichtigsten waren. Und vor welchen Herausforderungen wir als Redaktion standen und stehen. Dazu gibt es einen kleinen Ausblick auf 2020.",Markus Beckedahl,2019-12-06 11:02:03,np_org,Hackback
"Sucht, Stalker und Senatoren",https://netzpolitik.org/2019/sucht-stalker-und-senatoren/,"Eine US-Behörde verbietet einem Hersteller, Stalkerware zu verkaufen. Ein Hirnforscher erklärt, wie die digitale Welt unsere Psychen verändert. Eine Drogen- und Waffen-Gang stellt Smartphones her und der US-Senat beginnt, über Interoperabilität von sozialen Netzwerken nachzudenken. Die besten Reste des Tages.",Sachverständigenrat für externe Links,2019-10-23 18:00:45,np_org,Hackback
"Strafanzeige gegen , Facebook und die hessische Regierung",https://netzpolitik.org/2019/wochenrueckblick-kw-41-klage-gegen-finfisher-facebook-und-die-hessische-regierung/,Wir stellen fest: Deutschland hat ein echtes Problem mit Rechtsterrorismus und mit kritischer Berichterstattung.,Maria von Behring,2019-10-11 18:07:56,np_org,Hackback
Die netzpolitischen Positionen der Kandidat:innen für den SPD-Parteivorsitz,https://netzpolitik.org/2019/die-netzpolitischen-positionen-der-kandidatinnen-fuer-den-spd-parteivorsitz/,Derzeit treten sieben Kandidat:innen-Paare zur Wahl des SPD-Parteivorsitzes an. In ihren digitalpolitischen Vorschlägen unterscheiden sich diese teilweise recht deutlich. Wir haben die Forderungen zusammengetragen und stellen die Bewerbungen aus einer netzpolitischen Perspektive vor.,Christopher Hamich,2019-10-09 15:20:26,np_org,Hackback
